Name,Type,Latitude,Longitude,Address,Rating,Description,Photo URL,Google Maps Link
Coffee Fellows,cafe,48.1356569,11.5811537,"Tal 33, München-Altstadt-Lehel",4.2,Cafe. Rating: 4.2.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2uU3zxNerqigMGr85Yww1EcyFa-juSbYOez96IXCGq4nqZ0hecfd8kzbFI26Ziggl4KdKwZYUX8GhJpnAdbAyX3I-e7aI7LjmQCYAfADSZUXhMdCgAKXE-sjT6D6JOiYUA65Jau5kniXTTVS23HtSieZC4yjkygdT9G0wKmNA-M5NtKIqQAxgF-kBlEO4ebYDf7HzgKsGweSpPfmmXGnZjIwcLk66RO4UpfCcGZlGEUikKFV4wCQvj9g73XXqs1nbIbVeMjWVCZAt-WcC9cOnKzV58zA6pzlCcZZ0-CGsB-nu3VyRuPsR0h-0lwUxKSzxIQ6bUxOvT9Rc4h7v53aEuWnBytL1-nXjMNB2ZsGXIGEAOG80TlPswDuUbAQA6ipjULjvHAFwsFxmMfLvDIivrIIWVzKdRhBvrxKIxBTjAASnWfTHIYI63cT6SGNYi3hPpc5-aFgqpgBe77e52isaYb0Df56K4uMUTH2yY5CkwR-BLKhhGwATl4DPHrl2gpeCeY4DccmK4TrsY_b45hFM8a3nUBw5YFp6dh9Ev_KSEhhTtKDpFyNVOn_XP0dKCYACNW0YmaMhQopA4D3-Ctc6vwt1CxGLN5VBmrhAhHlGcXfUTBaJot_CRiDEWbXAvF-om-xfIgj3_E4tbUNV0XQ&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJYe5tiol1nkcROeMOKBlYNKs
Götterspeise Chocolaterie & Cafe,cafe,48.12847189999999,11.5695175,"Jahnstraße 30, München-Ludwigsvorstadt-Isarvorstadt",4.6,"Espresso, pastries & desserts at a handful of tables in a colorfully decorated chocolate store.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3qCWsuy3RXFRL81y5zlG5XxX4b-oC55ua6H-9BZZFj4KANVPrs_m5NyP15S_uqmaF-fKWwfUP7im5QryK16VWSTV_VE9EyaNaOdCZTJQL7Cg0xNWIkI78lG4MevS9sU6fSDAVFaNJ1a_HU4RO16FTQsEqzBs3tVwLilhXDjqRDbXuWRt5LPws-kKSuv308npKRYFBMhlcTVytUrRhIktuuiTQW-OihjjR6ttNHCSTY10Z9e4SJMhwoKHMgtaQA6Ks3woSyRyDsrYwrCeBbNPNuBwRg_KXWQyakQSfJPwzgNI_Hv4hdiT7THMVisQAKitS4Z1klpCU&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJqZ67vF3fnUcRH0zIACnJnH0
Miss Lilly's,cafe,48.1203054,11.5741037,"Oefelestraße 12, München-Au-Haidhausen",4.4,"Brunch & coffee, plus sharing plates & bistro-style German dishes, in a chic, airy cafe/restaurant.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0w5OOqeU3lfU7v4Z4XfjSo2UQ7fCDN3_LtAyONv5FTtyT4vN25ojSaemh0IqrDAm_0rVvSVlu7Gnv1Gt-YAeLh-GFJ3DG1lPheIfcrIeCDlJE6ziCZQ0jfbasyvJnLgP-fUfbFFp4McLxNNczr5FDoJglwAvCIv0AT3c3TggecFqYqRIPqMWNiZB1Bwe237ONL0-dGrf7yW_4RqdaeAc8E37zmuy5XOMQEGbjmJl21DGJ0_JRLXIDRZfl6fPuCSHo5rY9W4gPDN2k6sBv4hf1NfbKCMyOsAbeLYnnabp6_MVQYLYHi6wM3A7BNAo-tvEJyrEh4_Mo&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJTUUVUmnfnUcRd3txmF4aCXk
Marais,cafe,48.1377532,11.5437168,"Parkstraße 2, München-Schwanthalerhöhe",4.3,"Café in a former haberdashery, with diversely retro decor, serving breakfast, sandwiches & cakes.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN3OvoF3ojGBMpr133Z74oOC0Im27cGT3ZiLirWTZFc5SzTiv7PHqoZJni2q5JXme-r2bCEwQGjGSo9NQ5ZMAnREJt6OM8x4j2bNUtCkRAbCnIzS9ffSDiYUmG3DcKU58zbzlSlBiKUR6hook1BHbZFDpphLA78beDt-iRU8r5H-CQuStKl8KeDzNOTp-8QCJ31Gun7YOcotPJttHnqav_rWyOqd6cg42ZwywpZNmS5iByB468Otdo7FfyZ0LHs1WA4_XVKUadQF_aVqrkxLXpRLDTxk5aEJabuWBsffZs2-_Fbe3lYo6aJQ7PY0F5VBwX21XkQUkgs&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJf3tKC6rYnUcRi5uIs54LaRY
Café CaVa,cafe,48.13495989999999,11.5391843,"Kazmairstraße 44, München-Schwanthalerhöhe",4.5,Homemade food & drinks using organic & quality produce in a relaxed cafe with soccer on TV.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1CrzOXA0T1EIF2Rgj9MItzFsOFiEqjWysoeDe2NyQMVsA8eqHrTf-G_bLyJVstinfyGSpcsnSXwqGSjvezH0rg5XDLYMfAa3yEQ2f35tLi8VDtNbQwd_a_o_QCgDbxJnIROURNZh_XsW2gkR4Wl2loNQOOd7r1OnD1dE1-WTdfDd9Pm6AKYiPrkkQRU1M8QvLp49OSbVBPL9Fq9_GJnP0EXm4pPGfNmZKofx2Lelf1fgBLn-JPQaOXScTVth5IrMeVRvXhYK2kz43eUQjcTOUMsglwG4uNWtZJH5I5gUWs_u5Q1O9mTfgPlYIlT9thUjZhj8dJXtg&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJTbWaFKnYnUcRSY50vSXtIW0
Henry hat Hunger,cafe,48.1266422,11.582442,"Zeppelinstraße 27, München",4.6,Cafe. Rating: 4.6.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0CYOZVdN4exaYcVtQvEr--c7QsYQjjQYl1zy_D6zG9UEUxci8_z1ih-fOqS4ZjsZkjBbIcQKqKVjon9sFvAh6nsV_rG6xvthv-aNyLjI7tmMLCoEIeECUFyjw6wdqoiKDb_T09LN302BEPJxoHJEXTxrFzsuduAN6fZF9k_MCF9zKcO0cnGXKl0_wy2eZLCHUxIVD0LZA0K7KipqtREzCVKcEMlti-TGe5gMVf6ZPqRMPpJr824XkhCqZKKRplkmHPNzThJ9PCsJ0OmbJdpV5H_oPQdW-gCd5zKM9-t48E7-VWZg3L2WHzAAwhDDA7c6Mkv_mvIzSqBxkyg5cFORq2DbpL4N0LfNSq0QqGxwADYQ7uSgyjlAQpbbNIf7oCVGetw9ypnjuLJ9tySPwTgaW7DUmPoEVJm70kHWGdLVtfSfoZRpG1aNzJypVZuGwy02ZWhorLGnIObG7-EmDq5cDygjO2LPlImnaoSmL3we79NeTyNyAhuOg37ml4EDstuObqxhLKm1e9Cezf-mA_KSzOa2DAJHqfo7tmLHNtD7Oboz1zriMUr2TeMMEP5X_ylYCW4pnzhQVOIgLRXz5oIsFJP4SEvQM3SeunCVrZoXDex5WyZKyrLsnvz4K0Q-StG3Oy6M26T-AtduSYJ_d2yll8Dbo&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJwSD13mTfnUcRJkSX_isBgig
Starbucks,cafe,48.1344845,11.5689582,"Sendlinger Straße 37, München",3.9,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0VtbODFp6NxKfawURNAzztMVQiuRoq-iRpy-FT8M-P3BKMzYNrImcouY1Qf1krvYdiK2sSscw2dGhBmn3BgMbIcE2sZ0Yiwn5TKiVQT6xA3CuIKhxZjwzsN9rrC6DDwEEZLnI-P8kzQz3m48CIhZhB8B0j7xGenspGvH48_K3rtzeR45MFmAKbM8fw2QQH96Eb0EPEvTmHLMraxg4qoPRV2-OgBXWShZ5VB0gtypzKuTia6NipIJi7pyqj6XU1zE-8Lk3enWA1olaotI2-2FYAUp6pOhtzLc2htv4B_GMj6Tlc-BFj1w4cbRgSktGTC5Y6pteOH9ioT4o59oEa_fepDFsHJDfwEVr3zpl10A7DisPT7nBgVaDYvwTcsoNb9Q5yJXw18PZLkV8wxUsdseO_7Vi2Af4K26MuzQv-frxRYJgbNCs-JDAK3slC9KrsuS0Wrh8Cw9HvxXtJKeepsk0ixyPJoBraA_MA5l-pLKKOmiAeWl9rt8ENc31YP4ut2_6EIi8KzXdargX3aGXLZgr0rypltSXSilfVdzXkhV5DYUhWsFaFVjtF8xTxJwgt7q1B2XELscWmQFsvp6Lo05yX17wverHx7iWMoQPyNg36cS-_MxNsUMEKhxjeGZuJORM6AA&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJmVtRfF_fnUcR9kP5ScWlSQY
Frooteria Juices & Bagels,cafe,48.1334057,11.5446179,"Franziska-Bilek-Weg 5, München-Schwanthalerhöhe",4.5,Cafe. Rating: 4.5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1acKjVyb_JZ-fXQ8c6il1A_-byPpudv-nDja402CFNtMi0xu0s1PT9u9v0OvNlAz1kGnvnnrKUbhGGDbMUvs1IRec5D2jjE-V4-hy7Wl2oMOJEA960rHQLnRR2CAmDO9uGau48DmiVvUwifwdJzjgY1d7Ei9b5WNsCnc35-uzb9dBr2lE20eBZKpgvFhGQkk499cJLLRSVOTAa_k_iqef76oPIZ3Dz26q_S6hJRbwFbrXSL2ntH0FfGklHsPkVSl1aCrihYnh2Z9T0EDFz0tfAM-xaAwsMT_nv2jxwaSxih4M_C9TjdJ6YiQ2m69Lb33VySiJ3Bo8bYysfOnmPW1houg2JgqdGlaTf-5MElMTS2DnorEcYb31XLmH-hjPunhIDXfNPe5g8AhitRJVYNcY6n8qQmVy4rq8H7nf0WYH-D1iDDJEeb6-UpjNMMMuKJYdBmGR9aViLVjRXjNfWv6lBPoRa7BgO3FAUaqxDCVhE1E3eFTBgS1Cj2jEtpTq9_B4OC33i1P_BRNOTOVaYn4BQV-t6O5A_Dm_UE17adDIABx1VlMyAQm9DNE4HKu6--7aZEHYKAKhjN8xV2Z2T-o4sWOeMgu4Xl0gmpnHWL5u8bi6-hrX_7BJIQZZwbG1UG4nSlw&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJIXBVZKvYnUcRsoWLHcUqkgw
Segafredo Espresso Bar,cafe,48.13638700000001,11.5780171,"Tal 1, München-Altstadt-Lehel",4,Cafe. Rating: 4.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0W1sLGtfH_zFtXadF15Ea4l0PzEg9h4zVzjR1AgDJsJOBKQBUxRJvcZbuRD5IPdQw0wJaiiseDEr5Mobr8iwnNc23Lr_Fz2jTZHiQmNCK0kwSLHCUvq9vL3iumlqDeBcuPb8LFzbkeER6epgkJ_YRpOXjnw6-YSCbSL7aG7XbTnqPr7D7tolwKGF_plUQmPgxkrJtPw5N_mkUdLW1vKPRuoH7TiFQE-6f3oi_KErlatRL9LZOCJILgUnlBJveE092vtvv-K0kdRi8Xy1QHNJy9Dz1HVT95PBrHHGg2-PW_g6aNtmuIYtULuCxg071idGJ_DZAcSGbYV07EaeAkBMQAykeyVXLnfHzn7cgqydvzL5-hW6YythFenrSN2DhAJ4qXaqbUdXkaVdf11mNVUC0E3ytdZkWTuG_qnkP9JskgnGyld_sb9TQf6_NAOvbpNkJPiV9iVA4m4wY_v-K-El17GU5GkzNjmJMfuDMvM_9ANCqiOQWYTW85cTsjobGSuk-h0EPGoADDr71m5adwLmtRUb13EkRSm-P4ZwE7sR3PMzRXkKZ215vuz0GxlvWNY7ba31VYyqc87hzSsyxT6CCWHrAfrFzx4ssovUiVJ2L1pZj1ZBcyFMVKR7NciBNWHXLQ3Xk-&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJD2HNyIx1nkcRXC2IUPP4Az8
Chocolaterie Beluga - Viktualienmarkt 6,cafe,48.13578629999999,11.5758009,"Viktualienmarkt 6, München-Altstadt-Lehel",4.7,"Chocolate shop & cafe in a food market, selling alcohol-fueled hot chocolate, pralines & truffles.",https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0Bry8R3RZIxPgJNGYuyCmhAYomr1oHZjzh2qab60emtIuIrxf4oDJo8m78fsrH5Oy0H3ETwB-qV_UJ2XI3X8LMVULndHuLG4keVScy6Cnt6RQvGnGhiziB_kYP9HNROgO4yP40IDq92TCkjGf4Pi3rgHDRIFQrA7jS18ve-OemvYGxHADNkQqR_IHd4itnZgD-EAycnujK2QSYCyBDO0Tet1nFqKu4W23YTW5jir_NovSRpWfVkILvrhtwA-vhiiUqWYBkpAwDrqtE6mVN1kx6LxLtGoo_N-iagWYGZv-f5qxV75x47A7luoGK3dfU4NR-O_YXDiY&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJF-xkv4p1nkcRG5SPhGS6eAo
genussguerilla GmbH,cafe,48.1311917,11.5684707,"Müllerstraße 43, München",5,Cafe. Rating: 5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1WsYMHcQYCq2LG2z08SoMTlsncSYG_frRhjNQwriB9_W0nYblJFPIZmIcJu_gFg5UUanw9jVmgJYgFjqb9Tn_I7VgUEPVIKRpNP7_9n5yRr5ojRUP4JNdS461ycsjbmCt-bukzaf6cPL0n0tMuS3xeLLwdCWJo7xf2ijZRanf07Om2kWfeaWCYxwXcsIhlqA6RypnhWvR-dGO3T7wb-ddneEMTV6c5rstgZPaB4MQ8X-YdCjDPlPPeuDOmdk1mKar40Ih6xigZ5ULOMddOkylsGuk3xSD2xMkRzYCAbVLUbYYJlVJTBqVprheQ7hMzUu14AJv5yVI&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJGbF7ymXfnUcRsh6ObBTQm1s
We Space - Tribe Starter,cafe,48.1362335,11.5578363,"Landwehrstraße 53, München",No rating,Cafe. Rating: No rating.,,https://www.google.com/maps/place/?q=place_id:ChIJo0KsK1bfnUcRMvdJxXGstP0
Cafe Conditorei Mische,cafe,48.1278192,11.5757842,"Auenstraße 2a, München-Ludwigsvorstadt-Isarvorstadt",4.5,Cafe. Rating: 4.5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1OyGZAWjiidpCq63B2AD3YFeOX1TxQWqrU4IQMsYLWVRnksU6OduQfcQyIu1zezz8LcU5px3xRn6RLxmaJr8FpROyOfieP5BSuFHQNjKArS7zuJwYO4cgKBXxBgIgZFwsYoIcdyoHEAPDASvXQxdGi4IXITIk5kWt2l8jOtGsMjF4DaNDlUYC53KLuWCv93zmZI67kgn0nZiexIpr3nqWKLgvEXhX2lK-qNUHhQw26L2ruqUKlUqP9XjgTdVhRJEW5h5zRfmXZhICv97AkFJarYdNUmFG_Fe7h2OeRkgQSjTqSSSLInw0eZuNFQSmlCkMHSvxAkEqosvdj9SnOib6RfEMUQbMYqH0UHbxDZ1bVYyO5c9D0xtM37BF3PFe9jSlDR86lyB9BIotDVZH78iG1CdlCSwAq0rDvk99XsT1zhFXCfFy8nbjtTwjT4NVpUsVtxWE_wd8ikrJPgokA1bVpMSlBYUtitnUhQljE5mKVS86dmlWehy9R8zKFVuGYTkfhvaT--MFpCVndzpGFRhI1Z1miRnAbSPIZk9-obBCZZaBrY4QJfLBLVcScHmCzCLC1vRijqkedo8zH3ogpa-jzg7u_Bpp4BDkgY-aCRrB3Cy6z0ruY9jKZ5h2CCheql1X4kg&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJ5fnm7WbfnUcR7ZMHMtC_Gas
Butterbrot,cafe,48.1608949,11.5915263,"Feilitzschstraße 31, München-Schwabing-Freimann",4.3,Cafe. Rating: 4.3.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2r_Vqvy0eNG1304IcenuPBKsbK5rB_HQX17OZ2aX-GmteRFst6UYFnuQTOLKl6qwGrf2EOlfRc895FA5H8NtPOVbBMIhU6Q0zvo2XwoqLUBclji851qW4r1hLhUuH2yKy1QB2T-mS81kS1wcianjvo51rrIE9sl_bFF19FydKLHmUG31_6z_8CmxEReOX4auN3KUjOr5hI9bYW0vt7NgR7u4spCbrnhXTUj5HM2RDBw7jUVQAiIuz5CgA3wF4IMsKBCVrfY1q1ecrRMzd_C2WEKEVidaPQAzfPJ1zcgnpnLTRK5l2lAGBlPfZaCyAHulNetOWoPxM&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJ5Z-uqNUDCUERfd-2yzkUT_M
Restaurant Museum,cafe,48.1433134,11.5899159,"Prinzregentenstraße 3, München",4.7,Refined European fare & local beer in the National Museum's courtyard or in an elegant room.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN0PPiYSrhu-rHS3dF6m5SKWKcNnm_ALaO5tcpqp2b4uHmDtwv7WtBiMv24tYSe5EOumrsD-l5PkkNIN8hiREnl1KX8f_V3VAO9XLoesy3yF-Xy1nSHlTyhc1gkDTWUkcMjGMGVLT26jqQEaa8Oyroc8nQNKABkpjP82vocR4F1Syy9WXVpjco3SSZYczDJoJUgoGEDcM00N9Tiqhpk0Hn4rUzl4OcUkaVTBGTO5ymgnL164WamXGIvgYpVTwyV9iXROwAn0gdzfXSiVM5qVjwXahRd4_1WfsA163yU5rc9aCLpdGJWdQ4EEWSgWfDxXdaeHnIzwf2I&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJq2Z34I91nkcRXNboSp3J7fA
Focaccerei,cafe,48.1398359,11.5867493,"St.-Anna-Straße 15, München",4.8,Cafe. Rating: 4.8.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2H54KayIWCc5gIsaM2T6ATnjuaUMzAHsDlcNSHGt_aq10N3vEOA02-vFMJVnBLGyOXTaPoHz7cn6G6J3yI6MTinKjdFTMvgpYTzLy7mgdPGrK5i9wq7A6VNyWHOgo75hdG8fkOJHugB9jskgMU5qFuu9q3BAFDd-CMfeoyi9YH_uIZE_05wJG3_n33koQFnqf08qZsYBQBnOnAcWcb29Cjw-s0AULELLEAIoDZxXeTOSo7uMCjIqK6eTta0R8UCmPha1Vjf5S0AwWajLcUCgI_cqBQddiMai9NaoTTX9_kQrvREjkUhuvsyy9YWsQ9aBe3Wie2h6ysT8XSUdgL-ehEkeuYMfKG1vyfSmHhA5pKf3FLkay53F6_ssQF8hRMFEfYS5z_hVWi8fWTudS_oTVMYzI05C9PcnZGWZnCm9ZhWeFvsw7hqJLTWnzWBi8kpeeqf-4znoJNwNhmJyFUtiO3S8n1m5J4FUwsfIlcttOvNvpw8PSMGpbewLZuQzYgByFc1b3qscrUVOuq-rYa4AqE_x3FENoyOC2xQDYcMrbuqJQYv1cL9qqBPPwIHT2PFEDeV97UHvRicO4TayVde_aujVxnohn48mwYrTIA6dI5Pt1hgpzB6yb7Me5hw70_jsLNtg&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJgapyGI91nkcReI1ogZuwpiw
Mamma Lucia München,cafe,48.1542118,11.5843389,"Ohmstraße 3, München-Schwabing-Freimann",3.9,Cafe. Rating: 3.9.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN1_JwcPGEb94e6hnZUqKn9INaMJ-Rlf-uEv6BCYhmZ965KUdEVGfGLnFh8PMAWjMygqt6-RpdgH7u72R6FREPS0AwHffy7KFAPXsy4aYNeJwMfBT1w9PGnfhzjNCggNMv24jkvOawJdxk3KsfqKLVDcBsrzviB-KRRjcGL1Iea7vZWq9FSkAqn9ELsrABqJXfg3RkX26Jjhm_b3G-P47CM_QM-z9GE58VLOmndnleOt-9UFtxC54epSxhvnFiqfbO7HmZDi0f7jrfU4SQva9uXeYYsPyE9DzFlxrzN9fp-7yKV1IrQq7lNUt4iTVS9z3LfcOIBuDMk&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJPQ7m2b91nkcRzx7YCYvs9jQ
Fräulein Müller Kiosk,cafe,48.1602726,11.5916746,"Gunezrainerstraße 6, München-Schwabing-Freimann",4.5,Cafe. Rating: 4.5.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN06ZhgO66tj-u6e3M4AuM6r52iBy8amNwJrfUpjxZ1fla4jS6Q2oOzG2hLiSK0Zd2NK9UgZnx3z_32hRl7yRM2xslN95z5OLDyw5x3A3dgic5CZCWVf_iKIDsT8gOFwMqu89Gv7KkANvGdoViU_v_NDuOYM-NBmBpVECp4BqmsOH9PIYO2j0WDWZEWHVm4sK-5zgzlq4981vsfHAzy254_wJ11lMWx5eTovrLKfx0DVra1w6BBxVCOAs4CIFmgkRY8pOBJ_wFtLxltwSiJj6cghoPqUCiDvgmlxyXkyoIcme4jRNUADVN1lbLMO4N-W0_KsXxZsxdb2qipHk-t7Dw04Ekv1lGb3XIbGysA2K9YSq8GhobAtQQaRBe97cLkNFt3GUfhclaFNz96hhk_SirCtQkTGHraCbYU6O-ZxtbfmWGD5tWM1l00SacFXlm7z0AcfGBObzbfx1mwmpA66krTBKLy92shuEEVesus5-PECQEMszrC52wBu9Hi5LXOpuJzRhqJRIsQ9fMjY526dfgF08bM5mmamG3xhViuEU93GDAatU8-OMaUCDrg866Se0lgRqX2lcfZ57EMJT68zE1JAEkkJErQ81kTAehnRstkNGvTIbHr-geiLOSlZCRRlXdxuH_bk&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJke600bt1nkcRMJFpzaY1tsQ
Dinatale Cafe,cafe,48.15016079999999,11.5830025,"Veterinärstraße 4, München-Maxvorstadt",4.7,Cafe. Rating: 4.7.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN36oPE2Dd0sg5FgJub0POGQU4WoxzptD25j3PrAAr2tuzaC9ISM8cP5XiogRxVFtVkt1u2NsUfMNOk78yv5K8Iy1DmP-AkIcv-rmXZWMAQkTYDwR79I3hL6R6Ngv2zoAn-pmM3SQfnlubZTuZV0XqmsEZFrhMsfnepHF8jzuVqIpVAtb-qZ8RcQe4nRogIrzbG6naQnHm807sCClzt4MOAPzsjwzWg-B2NfK5BqlwjsHSL2NQl19JcuRQMfagMyqcYnz8S_PIghepfy8lo0Ff2kwlGekAaiaLE7n---2NRc8-OECqcANFwZoI9ObXbPj3Hybu1ZnDs&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJh9nojJR1nkcR9UtTaCMG2Fg
Bäckerei Aumüller,cafe,48.1502604,11.6091429,"Denninger Straße 4, München-Bogenhausen",4.1,Cafe. Rating: 4.1.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN30b_RUygzRpNJE3u2nylcg-tgUc2iqywBXJa1AgiELKuuGMj7uJc5uc20TGEVEy_eZSWo9ICmZUCRqFx5IaLQb_4dkTprtTBFyZUWdygQl0YjwNrM0JiKj5gh0kuhZLdwPmbEBi10VuOZkuqcvqCcLkY7p4YZKGzK0PAyLJoDPAkeQnp866kLS6tgowmIIOFDE6_Tnu2WFjfXdjJJQk9Hus9ITigQ0_8egN0DbR_gICcHHNR0lAkzxXyfiKN1gbH1_NHPnTs-xd36jFI0b_80-Cbv0MmFHgs--NwcxYqoqDDyHY_Sc-qk7eN-ZUaFg2ZQchjaMWHCeObG-wL4zjB7YpywxUQsf3sv3ZQANKiDIGrJmyVbCpNwOiMoZTqMeTIgk5UgHiK3L-c8ZKOEvz0kzYXzpQ815-w_FNFKCZVwLXYtC2LFL2kHfAFtPcFIsScl0FU0R5ozXbVXoZtY-zhZMIqkDzLyvo-mCzKKqDiFXh88YMdSfJU3cWFZWnNMDIhYdq_x2RuhX0hplSfOEpIWG1ycGrU2i4HWD85opaKt3FNXrguUHalMRsK-4tmo3W7M4aGYPIYSSWR5pef1qti52sl73_-HN59a-HHMkQGmAEJUwetqOVj216mDAhAd41tRtMRR4&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJI-gmOnV1nkcRQoPa6BbJZKA
Das Cafe im Museum Villa Stuck,cafe,48.14052170000001,11.5996478,"Prinzregentenstraße 60, München-Au-Haidhausen",2.9,Cafe. Rating: 2.9.,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AcnlKN2fknaRnbz9_09E1cZvo5nk-n7r6EGSo3FsW3z7oZ0_qP5lTQfjFb9aFJS86bErefaj3oungkq6JOOohWWMjNJj20PIIdIZylofOa55GiSvUfcczSTw9MT6n-jH9v28OCmfTf3mh_FGQcoZYhnD3DBwYcuVPB1T7jP8FTL3zmxrWNEbHa2L0SXh7K57GzEZtGdirrZ-Xian1dKGrMEBgcbrU4s0w428ZWpkQSpNbSO2nvJqU76reXxKgeNQuoNi-BHFP0JEzfojGVzF7ytSPZwqJaznfoBykkntromujFEogL8acJ3Ony17F1tTzOv3FSoLuXU-_LzDId_kQpmF2piMXYnjHy9G5wJvmKSCuO7ASRjtKUPUz9--kEJeMt0FOUUzxTh0T_D7Cb1m4vqd839DvtjBdIhgXquFhrSvcC2Q-mAMfb1ccJZHpV3hKSCrmm0PJxGCYboa32PaV4OPNTmIAjcdUpNhXTOR6S16bZW13wdmOmDcg43MBb_kfXMjJ009-aieiA0Y-88Rz1Sl1vXWeU5o5dYB110xyNmVilNsqLsfrs7OmExZC_otPQ6kpDIMgiMZ5NTJhMnVdDAUf5b3SlX-R_g52oE0zKusZ5tREoRp-Us-nUpQlhZS_kR2QZyw-Q&key=AIzaSyB7-1_i-bxLcxRGvsy9O97R0twuZJcqzG0,https://www.google.com/maps/place/?q=place_id:ChIJd4pW4oJ1nkcRJtWl-k56rHg
